year_index,1970,1980,1982,1984,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
services_pvc_2_to_4_in,,,,over_2_thru_4_n4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,pvcs_4,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in,num_srvs_plastic_2in_to_4in
services_pvc_4_to_8_in,,,,over_4_thru_8_4,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,pvcs_5,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in,num_srvs_plastic_4in_to_8in
services_pvc_over_8_in,,,,over_8_4,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,pvcs_6,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in,num_srvs_plastic_gt8in
services_pvc_total,,,,total_15,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,pvcst,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total,num_srvs_plastic_total
services_pe_unknown,,,,unknown_15,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,pes_1,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk,num_srvs_pe_unk
services_pe_1_in_or_less,,,,1_or_less_5,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,pes_2,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in,num_srvs_pe_lt1in
services_pe_1_to_2_in,,,,over_1_thru_2_5,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,pes_3,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in,num_srvs_pe_1in_to_2in
services_pe_2_to_4_in,,,,over_2_thru_4_n5,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,pes_4,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in,num_srvs_pe_2in_to_4in
services_pe_4_to_8_in,,,,over_4_thru_8_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,pes_5,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in,num_srvs_pe_4in_to_8in
services_pe_over_8_in,,,,over_8_5,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,pes_6,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in,num_srvs_pe_gt8in
services_pe_total,,,,total_16,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,pest,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total,num_srvs_pe_total
services_abs_unknown,,,,unknown_16,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,abss_1,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk,num_srvs_abs_unk
services_abs_1_in_or_less,,,,1_or_less_6,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,abss_2,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in,num_srvs_abs_lt1in
services_abs_1_to_2_in,,,,over_1_thru_2_6,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,abss_3,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in,num_srvs_abs_1in_to_2in
services_abs_2_to_4_in,,,,over_2_thru_4_n6,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,abss_4,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in,num_srvs_abs_2in_to_4in
services_abs_4_to_8_in,,,,over_4_thru_8_6,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,abss_5,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in,num_srvs_abs_4in_to_8in
services_abs_over_8_in,,,,over_8_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,abss_6,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in,num_srvs_abs_gt8in
services_abs_total,,,,total_17,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,absst,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total,num_srvs_abs_total
services_other_plastic_unknown,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk,num_srvs_oth_plstc_unk
services_other_plastic_1_in_or_less,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in,num_srvs_oth_plstc_lt1in
services_other_plastic_1_to_2_in,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in,num_srvs_oth_plstc_1in_to_2in
services_other_plastic_2_to_4_in,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in,num_srvs_oth_plstc_2in_to_4in
services_other_plastic_4_to_8_in,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in,num_srvs_oth_plstc_4in_to_8in
services_other_plastic_over_8_in,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in,num_srvs_oth_plstc_gt8in
services_other_plastic_total,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total,num_srvs_oth_plstc_total
services_plastic_unknown,unknown_3,unknown_3,h4_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_0.5_in_or_less,0_5_or_less_3,0_5_or_less_3,h4_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_0.5_to_1_in,over_0_5_thru_1_3,over_0_5_thru_1_3,h4_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_1_to_2_in,over_1_thru_2_11,over_1_thru_2_11,h4_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_2_to_4_in,over_2_thru_4_11,over_2_thru_4_11,h4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_4_to_6_in,over_4_thru_6_11,over_4_thru_6_11,h4_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_over_6_in,over_6_3,over_6_3,h4_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_plastic_total,total_11,total_11,h4_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_other_unknown,unknown_4,unknown_4,h5_1,unknown_17,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,ot1s_1,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk,num_srvs_other_unk
services_other_0.5_in_or_less,0_5_or_less_4,0_5_or_less_4,h5_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_other_0.5_to_1_in,over_0_5_thru_1_4,over_0_5_thru_1_4,h5_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_other_1_in_or_less,,,,1_or_less_7,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,ot1s_2,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in,num_srvs_other_lt1in
services_other_1_to_2_in,over_1_thru_2_12,over_1_thru_2_12,h5_4,over_1_thru_2_7,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,ot1s_3,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in,num_srvs_other_1in_to_2in
services_other_2_to_4_in,over_2_thru_4_12,over_2_thru_4_12,h5_5,over_2_thru_4_n7,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,ot1s_4,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in,num_srvs_other_2in_to_4in
services_other_4_to_6_in,over_4_thru_6_12,over_4_thru_6_12,h5_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_other_4_to_8_in,,,,over_4_thru_8_7,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,ot1s_5,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in,num_srvs_other_4in_to_8in
services_other_over_6_in,over_6_4,over_6_4,h5_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_other_over_8_in,,,,over_8_7,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,ot1s_6,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in,num_srvs_other_gt8in
services_other_total,total_12,total_12,h5_8,total_18,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,ot1st,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total,num_srvs_other_total
services_other_alt_unknown,,,,unknown_18,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,ot2s_1,,,,,,,,,,,,,,,
services_other_alt_1_in_or_less,,,,1_or_less_8,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,ot2s_2,,,,,,,,,,,,,,,
services_other_alt_1_to_2_in,,,,over_1_thru_2_8,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,ot2s_3,,,,,,,,,,,,,,,
services_other_alt_2_to_4_in,,,,over_2_thru_4_n8,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,ot2s_4,,,,,,,,,,,,,,,
services_other_alt_4_to_8_in,,,,over_4_thru_8_8,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,ot2s_5,,,,,,,,,,,,,,,
services_other_alt_over_8_in,,,,over_8_8,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,ot2s_6,,,,,,,,,,,,,,,
services_other_alt_total,,,,total_19,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,ot2st,,,,,,,,,,,,,,,
services_other_material_detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail,num_srvs_other_material_detail
services_reconditioned_cast_iron_unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk,num_srvs_rci_unk
services_reconditioned_cast_iron_1_in_or_less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in,num_srvs_rci_lt1in
